State,Mode,Year,Commute mode share (percent)
Nevada,Walked,2011,0.02056385
New Hampshire,Walked,2011,0.028096058
New Jersey,Walked,2011,0.031083596
New Mexico,Walked,2011,0.024432646
New York,Walked,2011,0.065591468
North Carolina,Walked,2011,0.017192097
North Dakota,Walked,2011,0.039184851
Ohio,Walked,2011,0.023028699
Oklahoma,Walked,2011,0.018625425
Oregon,Walked,2011,0.038570849
Pennsylvania,Walked,2011,0.039022926
Rhode Island,Walked,2011,0.032100973
South Carolina,Walked,2011,0.02306576
South Dakota,Walked,2011,0.042675134
Tennessee,Walked,2011,0.013976593
Texas,Walked,2011,0.016859563
United States,Walked,2011,0.028118678
Utah,Walked,2011,0.024040514
Vermont,Walked,2011,0.06298699
Virginia,Walked,2011,0.023360851
Washington,Walked,2011,0.034478294
West Virginia,Walked,2011,0.027499342
Wisconsin,Walked,2011,0.034014442
Wyoming,Walked,2011,0.034036172
Alabama,Worked at home,2011,0.026174515
Alaska,Worked at home,2011,0.048383351
Arizona,Worked at home,2011,0.055008671
Arkansas,Worked at home,2011,0.033367137
California,Worked at home,2011,0.053427333
Colorado,Worked at home,2011,0.06253824
Connecticut,Worked at home,2011,0.042332715
Delaware,Worked at home,2011,0.036194505
District of Columbia,Worked at home,2011,0.047913794
Florida,Worked at home,2011,0.046060877
Georgia,Worked at home,2011,0.046610059
Hawaii,Worked at home,2011,0.045521812
Idaho,Worked at home,2011,0.061630257
Illinois,Worked at home,2011,0.040952433
Indiana,Worked at home,2011,0.031470697
Iowa,Worked at home,2011,0.046113236
Kansas,Worked at home,2011,0.043080552
Kentucky,Worked at home,2011,0.029110108
Louisiana,Worked at home,2011,0.021623768
Maine,Worked at home,2011,0.054434973
Maryland,Worked at home,2011,0.040806864
Massachusetts,Worked at home,2011,0.044905379
Michigan,Worked at home,2011,0.035198196
Minnesota,Worked at home,2011,0.052017007
Mississippi,Worked at home,2011,0.022618839
Missouri,Worked at home,2011,0.042080168
Montana,Worked at home,2011,0.057521005
Nebraska,Worked at home,2011,0.046657957
Nevada,Worked at home,2011,0.02753708
New Hampshire,Worked at home,2011,0.05927085
New Jersey,Worked at home,2011,0.0384119
New Mexico,Worked at home,2011,0.050315187
New York,Worked at home,2011,0.039000366
North Carolina,Worked at home,2011,0.047129898
North Dakota,Worked at home,2011,0.057363028
Ohio,Worked at home,2011,0.03418347
Oklahoma,Worked at home,2011,0.034371578
Oregon,Worked at home,2011,0.063994173
Pennsylvania,Worked at home,2011,0.03845048
Rhode Island,Worked at home,2011,0.03698278
South Carolina,Worked at home,2011,0.037685925
South Dakota,Worked at home,2011,0.055357195
Tennessee,Worked at home,2011,0.032720515
Texas,Worked at home,2011,0.041895831
United States,Worked at home,2011,0.043350907
Utah,Worked at home,2011,0.046437087
Vermont,Worked at home,2011,0.061881071
Virginia,Worked at home,2011,0.045560045
Washington,Worked at home,2011,0.054923197
West Virginia,Worked at home,2011,0.030215005
Wisconsin,Worked at home,2011,0.043157799
Wyoming,Worked at home,2011,0.041471207
Alabama,Bicycle,2012,0.001122882
Alaska,Bicycle,2012,0.011061035
Arizona,Bicycle,2012,0.009044766
Arkansas,Bicycle,2012,0.000781738
California,Bicycle,2012,0.011205026
Colorado,Bicycle,2012,0.015095362
Connecticut,Bicycle,2012,0.003330971
Delaware,Bicycle,2012,0.003230754
District of Columbia,Bicycle,2012,0.041371423
Florida,Bicycle,2012,0.006970447
Georgia,Bicycle,2012,0.001964336
Hawaii,Bicycle,2012,0.011780325
Idaho,Bicycle,2012,0.010288564
Illinois,Bicycle,2012,0.006933324
Indiana,Bicycle,2012,0.005423117
Iowa,Bicycle,2012,0.005099037
Kansas,Bicycle,2012,0.002764653
Kentucky,Bicycle,2012,0.002308119
Louisiana,Bicycle,2012,0.004327236
Maine,Bicycle,2012,0.004390449
Maryland,Bicycle,2012,0.003729817
Massachusetts,Bicycle,2012,0.008045661
Michigan,Bicycle,2012,0.005079818
Minnesota,Bicycle,2012,0.008136482
Mississippi,Bicycle,2012,0.001289006
Missouri,Bicycle,2012,0.002619707
Montana,Bicycle,2012,0.015859491
Nebraska,Bicycle,2012,0.006549176
Nevada,Bicycle,2012,0.004088478
New Hampshire,Bicycle,2012,0.002731708
New Jersey,Bicycle,2012,0.003933241
New Mexico,Bicycle,2012,0.00521795
New York,Bicycle,2012,0.005957383
North Carolina,Bicycle,2012,0.00284998
North Dakota,Bicycle,2012,0.003566815
Ohio,Bicycle,2012,0.003050816
Oklahoma,Bicycle,2012,0.002276082
Oregon,Bicycle,2012,0.024672498
Pennsylvania,Bicycle,2012,0.004838184
Rhode Island,Bicycle,2012,0.004331187
South Carolina,Bicycle,2012,0.003735549
South Dakota,Bicycle,2012,0.008208675
Tennessee,Bicycle,2012,0.001492641
Texas,Bicycle,2012,0.002750344
United States,Bicycle,2012,0.006139889
Utah,Bicycle,2012,0.009850682
Vermont,Bicycle,2012,0.009788946
Virginia,Bicycle,2012,0.00384857
Washington,Bicycle,2012,0.009334193
West Virginia,Bicycle,2012,0.000888662
Wisconsin,Bicycle,2012,0.008734473
Wyoming,Bicycle,2012,0.011799678
Alabama,Carpool,2012,0.094800038
Alaska,Carpool,2012,0.133139073
Arizona,Carpool,2012,0.110429331
Arkansas,Carpool,2012,0.11181527
California,Carpool,2012,0.110845321
Colorado,Carpool,2012,0.096829872
Connecticut,Carpool,2012,0.082335788
Delaware,Carpool,2012,0.080676396
District of Columbia,Carpool,2012,0.056404706
Florida,Carpool,2012,0.097445105
Georgia,Carpool,2012,0.104311334
Hawaii,Carpool,2012,0.152966712
Idaho,Carpool,2012,0.100645633
Illinois,Carpool,2012,0.088849727
Indiana,Carpool,2012,0.093581183
Iowa,Carpool,2012,0.090445661
Kansas,Carpool,2012,0.097394428
Kentucky,Carpool,2012,0.097803549
Louisiana,Carpool,2012,0.098791823
Maine,Carpool,2012,0.110362663
Maryland,Carpool,2012,0.098412121
Massachusetts,Carpool,2012,0.078089251
Michigan,Carpool,2012,0.090006724
Minnesota,Carpool,2012,0.089488877
Mississippi,Carpool,2012,0.106779631
Missouri,Carpool,2012,0.097099231
Montana,Carpool,2012,0.107058925
Nebraska,Carpool,2012,0.100229855
Nevada,Carpool,2012,0.108816166
New Hampshire,Carpool,2012,0.072337102
New Jersey,Carpool,2012,0.082851108
New Mexico,Carpool,2012,0.113228127
New York,Carpool,2012,0.068673254
North Carolina,Carpool,2012,0.105353587
North Dakota,Carpool,2012,0.097478777
Ohio,Carpool,2012,0.081445778
Oklahoma,Carpool,2012,0.103855667
Oregon,Carpool,2012,0.104245422
Pennsylvania,Carpool,2012,0.089440148
Rhode Island,Carpool,2012,0.089406655
South Carolina,Carpool,2012,0.093161195
South Dakota,Carpool,2012,0.091471149
Tennessee,Carpool,2012,0.094407564
Texas,Carpool,2012,0.110333381
United States,Carpool,2012,0.097086324
Utah,Carpool,2012,0.122158791
Vermont,Carpool,2012,0.102004523
Virginia,Carpool,2012,0.099133694
Washington,Carpool,2012,0.107191538
West Virginia,Carpool,2012,0.105617246
Wisconsin,Carpool,2012,0.089373701
Wyoming,Carpool,2012,0.115559208
Alabama,Drove alone,2012,0.852860887
Alaska,Drove alone,2012,0.66171575
Arizona,Drove alone,2012,0.76716799
Arkansas,Drove alone,2012,0.822269797
California,Drove alone,2012,0.733913173
Colorado,Drove alone,2012,0.744113443
Connecticut,Drove alone,2012,0.785794917
Delaware,Drove alone,2012,0.814756698
District of Columbia,Drove alone,2012,0.340611327
Florida,Drove alone,2012,0.793145172
Georgia,Drove alone,2012,0.795998602
Hawaii,Drove alone,2012,0.652123129
Idaho,Drove alone,2012,0.777781918
Illinois,Drove alone,2012,0.735883166
Indiana,Drove alone,2012,0.824255256
Iowa,Drove alone,2012,0.798968692
Kansas,Drove alone,2012,0.821551331
Kentucky,Drove alone,2012,0.827057978
Louisiana,Drove alone,2012,0.825316721
Maine,Drove alone,2012,0.769070915
Maryland,Drove alone,2012,0.733859167
Massachusetts,Drove alone,2012,0.719354612
Michigan,Drove alone,2012,0.825420232
Minnesota,Drove alone,2012,0.78028358
Mississippi,Drove alone,2012,0.835213382
Missouri,Drove alone,2012,0.813193991
Montana,Drove alone,2012,0.744081094
Nebraska,Drove alone,2012,0.802105032
Nevada,Drove alone,2012,0.780305752
New Hampshire,Drove alone,2012,0.819228861
New Jersey,Drove alone,2012,0.720183718
New Mexico,Drove alone,2012,0.789093607
New York,Drove alone,2012,0.536670839
North Carolina,Drove alone,2012,0.805586168
North Dakota,Drove alone,2012,0.795019748
Ohio,Drove alone,2012,0.83273991
Oklahoma,Drove alone,2012,0.822841898
Oregon,Drove alone,2012,0.712361357
Pennsylvania,Drove alone,2012,0.765467853
Rhode Island,Drove alone,2012,0.788113254
South Carolina,Drove alone,2012,0.828839339
South Dakota,Drove alone,2012,0.787424766
Tennessee,Drove alone,2012,0.836013979
Texas,Drove alone,2012,0.800520176
United States,Drove alone,2012,0.762870594
Utah,Drove alone,2012,0.756697253
Vermont,Drove alone,2012,0.735215429
Virginia,Drove alone,2012,0.77314763
Washington,Drove alone,2012,0.722160259
West Virginia,Drove alone,2012,0.81679381
Wisconsin,Drove alone,2012,0.802065759
Wyoming,Drove alone,2012,0.757484088
Alabama,Public transportation,2012,0.004107931
Alaska,Public transportation,2012,0.016114783
Arizona,Public transportation,2012,0.020065435
Arkansas,Public transportation,2012,0.004661233
California,Public transportation,2012,0.051794088
Colorado,Public transportation,2012,0.032290935
Connecticut,Public transportation,2012,0.047723663
Delaware,Public transportation,2012,0.02542174
District of Columbia,Public transportation,2012,0.385996327
Florida,Public transportation,2012,0.021705208
Georgia,Public transportation,2012,0.019694156
Hawaii,Public transportation,2012,0.06739265
Idaho,Public transportation,2012,0.008491398
Illinois,Public transportation,2012,0.085422542
Indiana,Public transportation,2012,0.011275792
Iowa,Public transportation,2012,0.010867228
Kansas,Public transportation,2012,0.005677657
Kentucky,Public transportation,2012,0.010117254
Louisiana,Public transportation,2012,0.012471963
Maine,Public transportation,2012,0.005693023
Maryland,Public transportation,2012,0.088762297
Massachusetts,Public transportation,2012,0.094433804
Michigan,Public transportation,2012,0.013098147
Minnesota,Public transportation,2012,0.03273479
Mississippi,Public transportation,2012,0.004468669
Missouri,Public transportation,2012,0.012889706
Montana,Public transportation,2012,0.009509803
Nebraska,Public transportation,2012,0.006487909
Nevada,Public transportation,2012,0.036212588
New Hampshire,Public transportation,2012,0.00667718
New Jersey,Public transportation,2012,0.105900469
New Mexico,Public transportation,2012,0.011368337
New York,Public transportation,2012,0.272516937
North Carolina,Public transportation,2012,0.011467231
North Dakota,Public transportation,2012,0.003800705
Ohio,Public transportation,2012,0.015611196
Oklahoma,Public transportation,2012,0.004338168
Oregon,Public transportation,2012,0.041398171
Pennsylvania,Public transportation,2012,0.054153965
Rhode Island,Public transportation,2012,0.030570399
South Carolina,Public transportation,2012,0.005178761
South Dakota,Public transportation,2012,0.004828772
Tennessee,Public transportation,2012,0.007505327
Texas,Public transportation,2012,0.016306425
United States,Public transportation,2012,0.050073178
Utah,Public transportation,2012,0.025041584
Vermont,Public transportation,2012,0.011859022
Virginia,Public transportation,2012,0.043992117
Washington,Public transportation,2012,0.058275125
West Virginia,Public transportation,2012,0.007300116
Wisconsin,Public transportation,2012,0.017994671
Wyoming,Public transportation,2012,0.015314402
Alabama,"Taxi, motorcycle, or other",2012,0.009290032
Alaska,"Taxi, motorcycle, or other",2012,0.048296674
Arizona,"Taxi, motorcycle, or other",2012,0.018640272
Arkansas,"Taxi, motorcycle, or other",2012,0.009611969
California,"Taxi, motorcycle, or other",2012,0.012725623
Colorado,"Taxi, motorcycle, or other",2012,0.01165869
Connecticut,"Taxi, motorcycle, or other",2012,0.009638812
Delaware,"Taxi, motorcycle, or other",2012,0.009267972
District of Columbia,"Taxi, motorcycle, or other",2012,0.0102777
Florida,"Taxi, motorcycle, or other",2012,0.015533162
Georgia,"Taxi, motorcycle, or other",2012,0.013324779
Hawaii,"Taxi, motorcycle, or other",2012,0.024322933
Idaho,"Taxi, motorcycle, or other",2012,0.015189928
Illinois,"Taxi, motorcycle, or other",2012,0.010261819
Indiana,"Taxi, motorcycle, or other",2012,0.010408553
Iowa,"Taxi, motorcycle, or other",2012,0.011219449
Kansas,"Taxi, motorcycle, or other",2012,0.009734978
Kentucky,"Taxi, motorcycle, or other",2012,0.009041215
Louisiana,"Taxi, motorcycle, or other",2012,0.016673543
Maine,"Taxi, motorcycle, or other",2012,0.014428023
Maryland,"Taxi, motorcycle, or other",2012,0.008616074
Massachusetts,"Taxi, motorcycle, or other",2012,0.00892418
Michigan,"Taxi, motorcycle, or other",2012,0.00782219
Minnesota,"Taxi, motorcycle, or other",2012,0.007863232
Mississippi,"Taxi, motorcycle, or other",2012,0.011253985
Missouri,"Taxi, motorcycle, or other",2012,0.010918434
Montana,"Taxi, motorcycle, or other",2012,0.009848537
Nebraska,"Taxi, motorcycle, or other",2012,0.00775021
Nevada,"Taxi, motorcycle, or other",2012,0.01675347
New Hampshire,"Taxi, motorcycle, or other",2012,0.009702731
New Jersey,"Taxi, motorcycle, or other",2012,0.015705983
New Mexico,"Taxi, motorcycle, or other",2012,0.013026388
New York,"Taxi, motorcycle, or other",2012,0.013218192
North Carolina,"Taxi, motorcycle, or other",2012,0.010570397
North Dakota,"Taxi, motorcycle, or other",2012,0.006166179
Ohio,"Taxi, motorcycle, or other",2012,0.008845303
Oklahoma,"Taxi, motorcycle, or other",2012,0.01297646
Oregon,"Taxi, motorcycle, or other",2012,0.0100601
Pennsylvania,"Taxi, motorcycle, or other",2012,0.008685464
Rhode Island,"Taxi, motorcycle, or other",2012,0.015119455
South Carolina,"Taxi, motorcycle, or other",2012,0.013457978
South Dakota,"Taxi, motorcycle, or other",2012,0.010916398
Tennessee,"Taxi, motorcycle, or other",2012,0.010969075
Texas,"Taxi, motorcycle, or other",2012,0.014682373
United States,"Taxi, motorcycle, or other",2012,0.012036826
Utah,"Taxi, motorcycle, or other",2012,0.012914465
Vermont,"Taxi, motorcycle, or other",2012,0.007445998
Virginia,"Taxi, motorcycle, or other",2012,0.010385946
Washington,"Taxi, motorcycle, or other",2012,0.012178806
West Virginia,"Taxi, motorcycle, or other",2012,0.008744873
Wisconsin,"Taxi, motorcycle, or other",2012,0.010028072
Wyoming,"Taxi, motorcycle, or other",2012,0.012173883
Alabama,Walked,2012,0.011963536
Alaska,Walked,2012,0.073865501
Arizona,Walked,2012,0.020164634
Arkansas,Walked,2012,0.016259985
California,Walked,2012,0.026866868
Colorado,Walked,2012,0.033754229
Connecticut,Walked,2012,0.029783172
Delaware,Walked,2012,0.022636608
District of Columbia,Walked,2012,0.11895089
Florida,Walked,2012,0.015663901
Georgia,Walked,2012,0.016887215
Hawaii,Walked,2012,0.047443519
Idaho,Walked,2012,0.028819158
Illinois,Walked,2012,0.031478992
Indiana,Walked,2012,0.021776756
Iowa,Walked,2012,0.036396393
Kansas,Walked,2012,0.022313825
Kentucky,Walked,2012,0.023006958
Louisiana,Walked,2012,0.018536503
Maine,Walked,2012,0.043464498
Maryland,Walked,2012,0.02473371
Massachusetts,Walked,2012,0.049289334
Michigan,Walked,2012,0.02184162
Minnesota,Walked,2012,0.028074935
Mississippi,Walked,2012,0.017038815
Missouri,Walked,2012,0.019304203
Montana,Walked,2012,0.048279083
Nebraska,Walked,2012,0.028074838
Nevada,Walked,2012,0.02294086
New Hampshire,Walked,2012,0.031018912
New Jersey,Walked,2012,0.030431633
New Mexico,Walked,2012,0.022663881
New York,Walked,2012,0.063762694
North Carolina,Walked,2012,0.019291309
North Dakota,Walked,2012,0.038201071
Ohio,Walked,2012,0.023844522
Oklahoma,Walked,2012,0.020499597
Oregon,Walked,2012,0.045705862
Pennsylvania,Walked,2012,0.038400697
Rhode Island,Walked,2012,0.036402217
South Carolina,Walked,2012,0.021517163
South Dakota,Walked,2012,0.039456745
Tennessee,Walked,2012,0.013026947
Texas,Walked,2012,0.016153858
United States,Walked,2012,0.028176733
Utah,Walked,2012,0.025670072
Vermont,Walked,2012,0.060941759
Virginia,Walked,2012,0.02216633
Washington,Walked,2012,0.03577316
West Virginia,Walked,2012,0.031799664
Wisconsin,Walked,2012,0.032733559
Wyoming,Walked,2012,0.032454361
Alabama,Worked at home,2012,0.025854694
Alaska,Worked at home,2012,0.055807184
Arizona,Worked at home,2012,0.054487572
Arkansas,Worked at home,2012,0.034600008
California,Worked at home,2012,0.0526499
Colorado,Worked at home,2012,0.06625747
Connecticut,Worked at home,2012,0.041392678
Delaware,Worked at home,2012,0.044009832
District of Columbia,Worked at home,2012,0.046387628
Florida,Worked at home,2012,0.049537005
Georgia,Worked at home,2012,0.047819577
Hawaii,Worked at home,2012,0.043970732
Idaho,Worked at home,2012,0.058783401
Illinois,Worked at home,2012,0.041170429
Indiana,Worked at home,2012,0.033279342
Iowa,Worked at home,2012,0.04700354
Kansas,Worked at home,2012,0.040563128
Kentucky,Worked at home,2012,0.030664928
Louisiana,Worked at home,2012,0.023882211
Maine,Worked at home,2012,0.052590428
Maryland,Worked at home,2012,0.041886814
Massachusetts,Worked at home,2012,0.041863157
Michigan,Worked at home,2012,0.036731269
Minnesota,Worked at home,2012,0.053418104
Mississippi,Worked at home,2012,0.023956512
Missouri,Worked at home,2012,0.043974728
Montana,Worked at home,2012,0.065363066
Nebraska,Worked at home,2012,0.04880298
Nevada,Worked at home,2012,0.030882685
New Hampshire,Worked at home,2012,0.058303506
